Name,VDW,HB,HP,HM,HS,RT,x-score,q,C,N,O,H,F,P,S,Cl,Br,I,1,2,3,am,ar,his,arg,lys,ile,phe,leu,trp,ala,met,pro,val,cys,asn,gly,ser,gln,tyr,thr,asp,glu,hoh,phis,parg,plys,pile,pphe,pleu,ptrp,pala,pmet,ppro,pval,pcys,pasn,pgly,pser,pgln,ptyr,pthr,pasp,pglu,exp
3kmx,408.1,2.1,57.8,2.88,241.8,7,5.53,1,12,2,1,18,0,0,1,1,0,0,27,0,0,0,8,0,2,4,4,2,3,2,2,0,1,5,0,2,7,5,2,3,5,3,0,34,7,19,15,24,20,29,7,24,8,20,34,6,15,35,30,16,19,23,21,23,4.82
1nt1,755.7,2.9,103.2,3.3,313.2,1,7.75,0,25,4,5,33,0,0,0,1,0,0,57,4,0,4,6,1,4,2,3,3,3,3,3,1,1,3,5,3,7,2,0,4,2,5,4,12,5,20,21,17,10,25,8,11,7,15,16,8,10,22,16,8,11,9,18,19,8.89
1d4h,1077.7,4.2,191.5,6.58,461.5,12,9.12,0,36,2,7,38,0,0,0,0,0,0,59,2,0,2,24,0,4,2,10,2,10,0,2,2,4,6,0,4,12,0,0,0,6,6,0,27,2,8,12,26,4,24,4,6,4,12,12,4,6,26,2,12,2,16,8,8,10
4fm7,623.3,1.8,80.4,3.92,255.5,4,6.83,1,24,3,4,33,1,0,1,0,0,0,53,2,0,2,12,0,2,4,4,3,2,2,1,0,1,3,0,3,7,8,2,4,5,3,0,52,11,18,15,24,19,28,7,24,8,19,34,6,14,32,31,16,19,24,22,23,7.24
2q54,953.9,4.6,134.8,4.74,419.6,10,8.36,0,37,4,7,44,0,0,0,0,0,0,68,5,0,4,18,0,2,1,5,1,4,0,1,1,3,3,0,1,6,0,0,0,3,3,0,26,1,4,7,13,2,11,2,3,2,7,6,2,4,13,0,5,1,8,4,4,9.01
1usk,330.1,5,58.9,1.54,155.4,3,5.48,0,6,1,2,13,0,0,0,0,0,0,19,0,0,0,2,1,1,0,2,1,4,1,3,1,5,1,2,2,7,4,4,4,3,1,2,4,4,10,26,23,9,22,4,40,9,15,23,2,14,38,18,18,13,14,29,15,6.4
4u70,378.3,5,85.9,1.92,166.8,2,5.9,-1,8,1,3,17,0,1,0,0,0,0,27,0,0,0,3,3,0,1,4,2,3,1,0,2,3,1,4,4,4,2,1,4,5,2,3,17,14,20,13,17,7,22,3,19,9,19,23,10,11,24,15,10,14,19,17,18,5.02
2cc7,371.8,2,31.3,0,158.1,0,5.39,0,12,4,2,10,0,0,0,0,0,0,14,2,0,3,11,0,0,1,1,2,0,1,3,0,0,5,0,0,3,0,3,1,4,1,4,32,0,2,2,2,3,4,1,8,0,0,10,0,1,3,2,3,1,6,7,9,8.01
2f35,411.7,7,18,1.48,86.9,5,5.57,-1,15,3,6,14,0,0,0,0,0,0,23,3,0,3,10,0,2,3,4,3,4,2,3,3,2,3,0,1,4,5,0,3,5,2,3,32,2,12,22,19,7,25,4,11,9,8,13,2,8,20,16,9,14,18,17,15,5.4
4idn,839.9,13.7,0,0,0,7,7.27,-3,10,6,13,14,0,3,0,0,0,0,33,3,0,2,10,1,4,3,1,7,7,2,3,1,3,3,0,2,7,5,3,1,5,5,2,35,12,16,35,25,24,46,5,27,9,14,23,4,20,25,28,20,14,18,24,35,5.24
1ua4,581.1,5.2,0,0,0,3,5.92,-1,10,5,7,12,0,1,0,0,0,0,27,1,0,0,9,1,3,5,5,3,3,0,11,1,2,4,0,3,3,2,1,3,4,2,4,36,8,19,36,37,22,45,4,35,7,19,34,2,19,32,23,8,18,19,13,54,4.22
1xpz,404.7,2.7,48.9,3.29,118.9,4,5.67,0,16,6,3,14,0,0,1,0,0,0,24,4,1,1,12,7,2,0,1,4,8,4,2,0,3,4,1,3,3,2,2,1,2,0,3,8,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7.08
1b05,700.6,8,54.7,1.49,194.7,12,6.48,2,15,5,4,33,0,0,1,0,0,0,51,2,0,2,2,3,4,0,1,2,4,2,3,1,3,3,2,8,3,6,1,11,3,2,4,26,11,17,43,23,16,44,13,40,3,31,44,2,36,22,28,18,28,30,39,29,7.12
4mjp,404.5,2.5,89.8,4.89,270.6,3,6.26,-1,19,0,2,21,0,0,0,0,0,0,31,0,0,0,13,1,5,0,0,1,3,0,2,1,1,5,0,0,1,0,0,2,1,3,0,12,7,24,12,15,14,43,1,28,15,19,31,4,14,24,23,16,7,18,19,29,3.88
3cf8,439.4,0,64.8,2.28,107.9,0,5.83,0,15,0,7,10,0,0,0,0,0,0,20,2,0,0,12,2,2,3,4,4,1,0,2,2,5,3,0,1,1,0,0,1,1,0,4,14,5,5,11,14,11,13,2,10,5,8,13,0,5,11,3,8,4,7,6,11,4.9
4ks4,569.9,2.3,53.9,1.85,315.1,7,6.14,-1,19,4,5,29,0,0,0,0,0,0,51,4,0,1,2,1,6,2,4,1,2,2,3,0,2,4,0,2,3,3,1,2,7,4,5,8,6,22,18,26,16,14,12,18,8,18,31,16,17,40,34,15,12,26,24,16,7.14
2pwd,324.4,6.7,0,0,0,1,5.17,1,6,1,4,14,0,0,0,0,0,0,25,0,0,0,0,2,4,0,3,6,0,1,0,0,1,3,0,5,2,0,2,3,3,6,2,19,13,32,30,22,33,38,14,43,12,33,25,0,25,39,31,19,31,37,49,31,4.4
4jym,299.8,0,59.3,0.68,97.3,0,5.04,0,8,0,3,8,0,0,0,0,0,0,17,3,0,0,0,2,1,0,2,6,6,1,4,0,1,4,0,0,5,4,1,1,1,2,1,10,9,10,6,20,13,25,2,15,6,13,31,4,11,19,23,10,9,7,21,13,5.04
3i73,584,1.7,0,0,0,5,5.49,-2,10,5,10,12,0,2,0,0,0,0,29,1,0,0,11,2,4,2,3,5,4,1,5,0,3,3,0,1,2,2,5,0,3,5,0,20,5,33,36,36,16,37,9,41,14,34,47,2,9,37,22,14,18,26,29,47,5.49
5exl,761.4,4.5,75.7,2.93,262.1,5,7.38,1,28,5,2,32,0,0,0,0,0,0,50,2,0,1,18,2,2,3,3,1,3,2,6,0,1,4,4,0,8,2,3,5,2,4,1,26,8,12,16,19,3,15,8,10,2,8,17,9,7,26,13,12,11,17,10,15,8.43
1tlp,593.7,4.2,55.3,3.37,226.8,8,6.38,-2,23,3,10,32,0,1,0,0,0,0,57,2,0,2,10,3,1,0,2,2,3,1,1,1,0,5,0,5,5,2,1,5,1,3,2,14,8,10,11,18,10,16,3,28,2,8,22,0,19,36,26,13,28,25,25,8,7.55
5g2g,426.4,1.5,136.7,4.14,229.4,0,6.52,0,18,0,2,14,0,0,0,0,0,0,23,3,0,0,11,0,2,2,3,3,3,2,2,3,1,7,1,0,4,0,2,4,0,4,2,6,3,9,2,7,4,7,2,12,5,7,13,3,4,13,3,9,4,4,8,8,6.05
2yek,535.7,0.1,102.8,4.41,235.5,4,6.46,0,22,5,2,22,0,0,0,1,0,0,38,4,0,1,12,0,1,2,3,3,3,1,3,4,3,2,1,2,1,0,1,3,0,5,0,31,3,4,10,6,5,10,3,7,7,6,7,2,6,2,2,10,6,6,6,6,7.21
5fnc,394,0.7,82.7,3.21,228.1,2,5.87,0,12,4,0,13,0,0,0,1,0,0,19,0,0,0,12,1,0,4,7,3,5,1,2,1,0,4,0,2,7,3,0,2,6,3,1,19,4,7,16,20,10,18,1,14,5,4,10,0,8,15,15,8,7,17,12,18,4.11
1v2t,444.5,5.4,24.7,1.91,109.5,7,5.52,1,20,4,5,25,0,0,1,0,0,0,36,4,0,2,14,1,0,3,3,1,2,1,2,0,1,3,2,2,9,6,2,2,2,3,1,7,3,2,14,16,4,14,4,14,2,7,17,12,16,24,35,9,9,10,6,5,4.71
1kui,678.7,3.9,68.4,1.33,203.1,8,6.45,-1,21,5,6,24,0,0,0,0,0,0,41,5,0,4,8,4,1,1,3,2,0,1,6,4,1,6,1,1,1,3,1,0,4,2,1,46,8,9,17,11,8,15,3,13,8,5,15,7,11,7,12,8,7,13,17,7,3.77
3k8c,330.2,8,0,0,0,4,5.04,-1,4,1,8,8,0,1,0,0,0,0,16,1,0,1,3,3,4,0,5,1,1,0,5,2,2,2,2,1,4,4,0,2,3,3,3,8,7,12,5,14,6,5,0,18,4,6,16,4,4,11,7,1,4,8,6,14,2.92
4zx0,555.3,3,8.1,0.36,63.7,7,5.47,0,14,2,13,22,0,0,2,0,0,0,45,7,0,2,0,7,1,0,1,5,8,3,2,1,3,4,1,4,2,2,1,1,2,1,3,15,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,8
4b9z,767.4,7.2,32.3,1.04,47.1,9,6.61,1,25,1,18,44,0,0,0,0,0,0,90,1,0,0,0,3,4,1,2,5,4,3,2,3,0,2,0,0,5,1,1,5,2,6,3,19,19,42,39,40,40,75,15,61,19,42,34,2,22,62,48,47,37,45,51,40,4.09
4pee,423.7,3.7,50.7,2.21,118.4,1,5.93,1,13,4,2,17,0,0,0,0,0,0,30,2,0,0,6,3,3,1,1,2,1,6,2,2,0,0,1,2,2,2,1,2,3,2,2,3,8,20,45,19,16,23,19,32,13,21,31,3,20,34,17,11,26,27,31,29,8.32
1g98,386.3,8,0,0,0,5,5.18,-2,5,0,9,8,0,1,0,0,0,0,17,0,0,0,5,1,2,2,5,4,2,0,2,0,0,2,0,2,8,5,5,1,5,2,4,32,23,20,39,32,29,54,12,38,14,23,32,5,28,41,33,26,11,37,27,31,5.7
3el5,914.8,1.2,123.3,4.26,491.4,7,8.19,1,32,3,4,46,0,0,1,0,0,0,73,2,0,2,12,0,2,1,4,1,4,0,1,1,3,3,0,2,6,0,0,0,4,3,1,34,1,5,6,12,2,11,2,3,2,7,6,2,4,13,0,5,1,9,4,4,7.72
3rtf,445.7,8.5,9.5,0.66,58,3,5.81,0,7,3,4,8,0,0,0,1,0,0,15,3,0,3,2,0,1,3,4,3,5,1,3,3,1,3,0,1,7,5,0,4,7,1,3,20,2,10,28,16,7,20,4,18,10,7,18,4,9,23,16,3,13,17,13,20,7.35
3sjf,822,7.6,56.8,2.18,296.6,10,7.33,-2,19,3,6,24,0,0,1,0,0,1,39,2,0,3,10,2,6,5,4,5,6,1,4,0,2,2,1,7,10,5,1,7,1,5,5,31,15,32,43,37,40,53,10,47,14,44,46,3,35,56,54,20,39,26,34,46,7.64
4ayq,343.8,4.7,0,0,0,1,5.09,0,8,2,4,12,0,0,0,0,0,0,25,2,0,0,0,0,2,0,1,3,3,1,4,0,2,1,0,1,2,4,1,6,2,3,8,34,8,30,17,14,19,44,14,51,9,15,23,4,11,33,23,16,21,26,34,22,7.33
3bgc,918.2,2.2,172.3,6.66,341.9,12,8.12,1,30,5,4,36,0,0,2,0,0,0,50,4,0,2,24,0,2,1,5,1,4,0,2,1,2,4,0,2,6,0,0,0,4,3,1,23,1,4,6,13,2,12,2,3,2,6,6,2,3,13,1,6,1,8,4,4,5.02
2qg0,558.6,2,35.5,0.94,135.6,3,5.99,0,17,5,4,19,0,0,1,0,0,0,31,4,0,1,12,1,0,4,9,3,5,0,3,1,0,4,0,3,8,5,0,1,6,4,2,45,4,7,15,20,10,18,1,14,5,4,10,0,8,15,15,8,7,17,12,17,5.72
5kqx,992.1,4.2,162,6.89,491.6,9,9.02,1,38,6,5,51,0,0,0,0,0,0,79,4,0,4,17,0,2,1,5,1,3,0,1,1,2,3,0,3,6,0,0,0,3,2,0,25,1,4,7,15,2,10,2,5,2,6,6,0,4,13,1,5,1,8,4,3,8.44
5boj,420.3,1.4,101.1,3.38,333.9,6,5.92,-1,15,0,3,21,0,0,0,0,0,0,31,0,0,0,8,0,0,1,1,0,3,0,4,1,1,3,0,0,1,3,0,1,3,0,1,18,4,4,6,5,5,7,2,12,1,7,12,1,3,7,10,0,5,10,5,10,7
2iko,570.3,3.1,88.2,3.48,183.8,3,6.67,0,19,5,0,19,2,0,0,0,0,0,29,0,0,0,18,2,1,0,1,4,5,1,4,5,2,7,0,0,6,3,1,7,6,2,1,26,6,10,15,22,19,32,3,16,8,13,23,6,12,33,33,12,17,29,17,16,5.45
4x6m,829.1,4.8,68.9,2.97,282.8,6,7.59,1,27,8,1,27,0,0,0,2,0,0,45,4,0,2,18,3,2,3,4,1,4,2,6,0,1,4,5,0,8,2,3,4,4,4,1,27,8,12,16,19,3,15,8,10,2,8,17,9,7,26,13,12,11,17,10,15,8.24
1ai5,339.1,1.5,64.2,1.64,115.1,2,5.31,0,8,1,4,6,0,0,0,0,0,0,9,2,0,0,8,0,2,0,1,5,1,3,1,2,2,1,0,5,6,4,1,3,5,0,1,20,6,26,29,21,24,46,18,46,14,32,37,0,32,34,34,36,19,38,38,27,3.72
1lan,231.8,4,14.2,1.06,117,3,4.76,0,6,1,2,13,0,0,0,0,0,0,19,0,0,0,2,0,1,2,3,1,3,0,5,4,0,0,0,2,5,2,0,0,3,5,1,15,8,21,33,29,20,39,7,52,11,23,33,7,22,42,28,14,9,25,24,37,7.22
1odj,528.7,4.2,0,0,0,2,5.72,0,10,5,5,13,0,0,0,0,0,0,30,4,0,1,0,2,4,0,3,2,5,0,11,2,2,1,0,1,6,3,1,1,4,3,5,10,4,23,2,6,5,24,4,31,4,18,27,0,3,24,8,5,8,11,8,19,4.1
3kv2,313,5.8,1.5,0,16.4,4,4.83,0,5,4,3,12,0,0,0,0,0,0,20,1,0,0,2,3,1,1,1,0,2,1,1,1,4,4,0,2,5,2,2,1,7,7,2,21,8,13,22,23,9,33,2,15,3,21,25,3,8,36,18,5,9,22,19,19,7.32
4abe,344.7,1.5,20.1,0.14,94.5,1,5.06,1,10,3,0,12,0,0,0,0,0,0,18,2,0,0,6,1,0,3,3,0,1,1,3,0,1,3,4,1,8,5,2,3,0,3,0,16,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,3.4
3ivc,706,3.3,70.8,2.12,230.8,6,6.82,-1,21,1,6,16,0,0,0,0,0,0,30,3,0,0,14,3,4,1,2,5,10,0,4,2,3,10,0,2,5,3,2,1,2,2,2,30,5,23,3,9,9,36,0,49,7,21,31,0,6,28,8,9,6,17,21,10,4.12
3uu1,283.9,1.2,58.2,1.83,176.4,0,5.32,-1,9,1,2,10,0,0,0,0,0,0,14,0,0,0,8,3,5,0,0,2,1,0,5,2,3,0,0,1,2,1,0,1,1,0,0,17,7,25,3,12,11,30,6,64,7,18,34,2,9,37,12,9,1,19,22,10,5.2
1v1j,392.5,6.7,11,0.47,39.2,1,5.59,-1,7,0,5,8,1,0,0,0,0,0,18,1,0,0,2,4,3,0,4,1,3,0,5,0,2,4,1,5,3,3,1,3,2,1,2,10,9,8,1,10,3,13,1,18,1,7,15,4,9,14,8,6,4,4,7,8,4.82
1qbv,648.6,2.2,94.2,2.7,221.3,7,6.56,1,21,5,2,28,0,0,0,0,0,0,42,2,0,2,12,1,3,2,4,1,3,3,3,1,1,3,5,3,8,2,0,4,1,5,4,13,5,20,21,16,10,25,8,12,7,15,16,8,10,21,16,8,11,9,18,19,5.39
1kzn,730.8,3,81.4,4.64,261.6,7,7.21,0,35,2,11,37,0,0,0,1,0,0,69,7,0,2,12,1,3,0,7,1,3,0,6,2,1,8,1,1,5,3,1,0,3,4,5,32,10,11,8,13,6,14,1,12,4,5,20,1,5,18,9,5,4,12,12,16,8.92
1q72,501.6,0,68.8,1.71,186.1,4,5.8,1,17,1,4,22,0,0,0,0,0,0,38,2,0,0,6,3,4,1,1,2,3,1,1,1,0,1,0,3,2,1,2,4,0,2,1,15,5,10,11,9,11,16,3,13,3,13,16,4,8,16,39,9,10,21,11,11,6.85
1hfs,1270.5,5.1,248.6,7.5,551.5,13,10.29,-1,43,3,5,47,1,0,0,0,0,0,71,3,0,3,26,7,2,0,3,6,9,1,8,1,4,2,0,4,4,4,0,4,3,6,3,48,8,6,6,8,8,16,3,13,2,9,8,0,6,13,8,3,8,12,14,9,8.7
1o38,553.9,4.8,45.8,0.67,188.2,2,6.33,2,22,5,1,23,0,0,0,0,0,0,33,1,0,0,20,2,0,3,3,1,3,1,4,0,1,3,5,1,9,5,2,6,0,3,0,27,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,6.82
4ido,722.6,11.5,0,0,0,5,6.8,-2,10,5,11,13,0,2,0,0,0,0,31,3,0,1,8,1,4,3,1,7,7,2,3,1,3,3,0,2,7,5,2,1,4,5,2,31,11,16,34,25,24,46,5,27,9,14,23,4,20,25,28,20,14,18,24,35,4.93
1c87,434.5,6,45.3,0.28,52,0,5.88,-2,10,1,6,7,0,0,1,0,0,0,17,3,0,2,4,1,6,2,2,2,2,1,1,1,1,1,2,1,6,3,3,1,3,2,1,6,9,17,22,16,14,27,6,13,10,12,16,6,10,14,23,14,9,14,19,26,4.2
4ts1,373.5,3.6,33.6,0,120.5,3,5.23,0,9,1,3,11,0,0,0,0,0,0,16,0,0,0,8,1,1,1,3,2,5,1,2,1,2,1,1,2,9,1,3,3,3,4,0,15,5,21,21,19,15,34,6,24,6,8,12,2,9,26,13,13,11,25,18,29,4.94
3pwd,437.9,1.1,124,2.65,164.5,0,6.21,1,14,1,5,9,0,0,0,0,0,0,16,4,0,0,11,1,3,3,5,3,6,1,0,1,0,5,1,3,3,1,0,2,1,2,4,8,12,19,28,19,12,36,5,15,7,13,25,4,17,16,11,12,22,8,25,21,6.66
2xye,1012.9,5.4,177.2,8.44,521.5,13,9.14,1,40,5,6,56,0,0,0,0,0,0,83,4,0,4,18,0,4,2,8,2,8,0,2,2,4,6,0,3,12,0,0,0,8,6,0,22,2,8,12,24,4,22,4,6,4,14,12,4,6,26,2,12,2,18,8,8,8.34
3rlq,483.7,1.4,66.4,2.86,189.2,1,6.23,0,15,4,1,10,0,0,0,2,0,0,20,1,1,0,12,1,0,4,7,4,6,1,2,2,0,5,0,3,7,4,0,1,5,3,1,17,7,7,16,20,10,19,1,14,5,5,10,0,8,15,15,9,7,17,13,23,7.4
1g74,493.7,0,154,5.4,371.1,15,5.84,-1,18,0,2,33,0,0,0,0,0,0,49,1,0,0,2,0,5,5,2,2,2,0,2,3,1,7,1,2,3,4,2,2,7,2,3,19,0,7,14,7,6,6,2,6,4,1,17,2,4,12,9,2,2,11,10,9,6.52
4qfp,421.4,7.5,28.2,1.58,171.1,4,5.89,0,9,2,4,18,0,0,0,0,0,0,28,1,0,1,2,1,2,1,5,2,3,2,3,1,3,1,0,5,3,2,0,3,6,3,1,23,10,25,27,33,29,42,8,45,10,27,30,4,31,22,28,21,24,32,33,26,4.23
1hee,399.1,5.6,51.7,1.64,154.5,3,5.79,-1,10,2,4,11,0,0,0,0,0,0,16,1,0,2,8,2,3,0,6,3,3,2,2,0,1,0,0,2,4,5,2,5,3,3,3,10,8,11,15,21,16,23,7,21,3,10,16,2,17,23,32,11,19,26,12,14,5.34
1koj,420.7,7.8,0,0,0,5,5.31,-2,5,1,9,8,0,1,0,0,0,0,18,2,0,0,3,1,2,3,5,4,2,0,2,0,0,2,0,2,8,6,5,1,5,2,4,27,23,20,39,33,29,54,12,38,14,23,32,5,28,41,33,26,11,37,27,31,6.7
1fcx,843.5,1.9,308.8,7.93,408.3,2,9.3,-1,26,0,3,27,0,0,0,0,0,0,40,0,0,0,19,1,4,5,8,4,12,1,4,5,3,1,3,0,4,3,0,0,6,2,2,16,3,15,13,15,9,36,1,15,11,15,5,6,3,13,11,10,4,19,14,17,7.19
6eux,643.3,1.4,72.6,1.96,128.4,2,6.6,-1,19,6,2,17,2,0,0,0,0,0,34,2,0,0,14,0,3,5,3,4,5,1,0,3,1,2,1,1,6,3,3,1,1,4,4,12,2,19,15,23,9,22,2,11,8,3,13,5,13,18,14,9,4,6,12,17,5.92
4pin,355.4,2.3,8.6,0,18.9,3,4.85,0,8,3,2,13,0,0,0,0,0,0,22,2,0,0,2,1,0,2,3,4,4,0,2,1,2,2,1,2,3,2,0,4,4,3,1,16,6,26,7,11,13,39,5,46,5,12,23,2,7,21,16,6,6,19,26,24,5.4
5eq1,300.2,0.8,59.9,1.83,148.5,0,5.32,0,9,3,0,7,0,0,1,0,0,0,14,2,0,0,6,0,0,1,3,2,2,0,1,1,2,3,1,3,1,1,0,3,1,1,2,14,1,8,8,5,8,14,0,7,4,5,5,1,6,3,3,7,5,5,8,9,4.68
3zxz,719.8,1.9,81.2,2.29,105.8,4,6.82,0,19,8,1,16,0,0,0,0,0,0,28,3,0,0,17,4,5,4,1,2,5,0,5,4,1,6,3,2,4,2,0,5,0,6,1,25,12,13,20,16,15,34,4,14,9,15,25,6,10,18,19,8,10,14,14,14,8.4
4r59,408.6,2,14.1,0.72,47.3,4,5.1,0,11,2,10,22,0,0,2,0,0,0,42,4,0,2,0,6,1,1,0,3,8,3,3,0,3,5,1,2,1,3,3,1,3,2,2,17,12,7,23,8,11,26,7,13,1,17,18,1,9,22,18,12,8,13,19,13,7.96
3f1a,371.9,5.4,28.4,0,110.7,3,5.32,0,8,2,4,10,0,0,1,0,0,0,14,3,0,2,6,5,0,1,2,4,3,1,5,1,1,2,0,1,3,2,0,1,3,2,2,29,9,7,7,11,10,9,3,12,3,6,9,0,7,19,9,2,7,10,14,4,7.21
2rio,542.9,7.3,0,0,0,5,5.76,-2,10,5,10,12,0,2,0,0,0,0,29,1,0,0,11,1,2,3,4,3,8,0,2,1,1,5,1,3,5,4,3,2,1,3,2,0,11,24,28,28,22,52,3,15,12,17,18,6,15,18,35,11,14,15,31,21,4.69
2g5u,408.9,0,82.8,4.59,253.8,0,6.26,0,12,0,2,6,0,0,0,4,0,0,13,0,0,0,12,0,0,1,1,0,3,0,4,1,1,3,0,0,0,3,0,2,3,0,1,14,4,4,6,5,5,7,2,12,1,6,12,1,3,7,10,0,5,10,5,10,8.49
2bpv,904.5,3,124.3,4.81,417.6,8,8.18,1,35,5,5,50,0,0,0,0,0,0,79,4,0,3,12,0,2,1,5,1,4,0,1,1,2,3,0,1,6,0,0,0,3,3,0,24,1,4,6,13,2,12,2,3,2,6,6,2,3,13,1,6,1,8,4,4,7.67
1oyq,655.4,3.9,81.1,2.51,213,9,6.47,1,29,7,3,32,0,0,0,0,0,0,52,3,0,0,20,1,0,2,4,0,2,1,3,1,2,3,5,4,9,5,3,3,2,3,0,17,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,6.96
3isj,483.3,2.2,28.7,0.34,96.8,1,5.72,0,11,2,4,12,0,0,1,0,0,0,19,4,0,2,6,3,2,1,2,4,5,0,4,2,3,8,0,2,4,3,2,1,2,1,2,25,5,22,3,9,8,36,0,47,6,20,31,0,6,26,8,9,6,16,19,10,3.68
3s77,245,2.3,9.3,0.25,44.3,1,4.64,0,3,2,2,4,0,0,2,0,0,0,8,4,0,1,0,6,1,0,1,3,7,4,2,0,3,4,1,3,2,2,1,1,2,0,2,10,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7.21
1t31,790,5.9,100.8,4.57,293.5,3,8.09,-1,40,2,6,33,0,1,0,0,0,0,47,3,0,2,36,1,3,3,4,4,2,0,6,0,2,5,2,1,6,5,0,2,3,3,0,27,9,13,15,12,10,21,3,16,4,15,12,7,9,20,14,10,5,15,8,8,8.64
3f48,230.5,4.4,13.4,0.53,72.7,1,4.82,0,3,1,2,7,0,0,0,0,0,0,10,0,0,0,2,0,1,0,3,5,4,0,5,2,0,3,0,3,4,3,1,2,2,0,1,1,6,20,18,54,50,60,16,53,12,24,35,0,13,45,18,6,17,27,12,23,6.29
3t3c,840.4,3.9,90.9,4.3,288,10,7.48,0,27,3,7,37,0,0,1,0,0,0,61,3,0,2,12,0,2,1,4,1,3,0,3,2,1,4,0,2,5,0,0,0,3,3,0,29,0,4,5,13,3,8,2,5,2,6,9,2,3,12,4,6,1,5,6,3,10.23
5cbs,463.7,6.8,68.6,1.31,174.2,3,6.18,0,15,1,3,15,0,0,0,0,0,0,21,0,0,0,14,0,1,3,3,3,6,0,2,2,1,1,0,2,5,6,0,3,5,1,4,40,2,10,28,16,7,20,4,19,10,7,18,4,10,24,17,3,13,17,13,20,5.41
4mrg,255.4,1,24.6,0,102.5,0,4.76,1,9,2,0,13,0,0,0,0,0,0,19,0,0,0,6,1,5,0,1,0,1,0,0,0,0,3,2,3,2,0,0,0,3,2,1,23,5,8,5,10,6,7,0,10,2,7,10,6,11,9,10,4,8,15,9,8,2.96
4lm0,214.9,0,48.3,1.31,72.9,0,4.72,1,7,3,2,5,0,0,0,0,0,0,8,4,0,0,6,3,0,0,2,3,3,1,3,2,0,3,0,1,2,3,1,3,1,2,1,20,13,14,17,21,15,36,7,18,12,13,15,12,14,16,19,16,12,23,14,23,3.25
4pvx,618.5,8.8,91.9,1.48,197,3,7.07,-3,15,2,7,12,0,2,0,0,0,0,21,1,0,0,18,0,3,3,5,3,5,0,5,1,0,2,0,2,2,4,4,3,6,11,2,32,4,15,21,21,14,40,4,30,6,12,23,6,9,19,12,24,22,12,22,27,6.76
3oaf,502.7,1.7,62.5,2.93,163.2,2,6.2,0,14,6,0,12,0,0,0,2,0,0,19,0,0,0,17,0,5,3,5,7,3,3,1,2,3,4,1,1,4,2,0,3,3,1,2,9,3,8,17,9,10,19,3,5,6,12,14,1,9,13,13,6,6,7,9,16,8.8
5n0f,406.2,4.9,13.4,0.25,22.7,4,5.21,1,12,1,7,24,0,0,1,0,0,0,46,0,0,0,0,0,1,3,3,3,2,3,2,0,1,1,1,5,1,0,0,1,2,6,1,36,11,7,20,13,15,21,15,38,8,8,14,1,24,25,13,12,16,21,32,18,6.05
2ygf,670.9,2.7,80.9,3.17,199.7,5,6.84,0,29,2,9,46,0,0,0,0,0,0,79,6,0,2,0,0,1,3,11,3,5,1,3,2,0,3,0,3,7,7,0,1,3,3,2,25,1,10,15,21,11,19,1,13,5,5,14,0,8,12,17,9,6,12,12,22,5.09
3o75,418.9,9.3,0,0,0,3,5.58,-2,6,0,9,11,0,1,0,0,0,0,24,0,0,0,3,1,6,0,4,2,3,0,6,1,2,2,1,2,1,6,3,2,3,5,0,15,4,25,4,12,10,36,0,31,2,14,12,4,3,19,19,24,7,9,21,14,6.68
4q09,549.8,3.9,39.4,2.15,135,5,6.1,0,16,2,5,23,3,0,2,0,0,0,41,4,0,1,6,6,1,2,0,3,7,4,3,0,3,3,1,3,2,4,2,1,3,2,3,12,11,7,25,8,11,25,7,13,1,17,16,1,10,22,19,11,8,13,19,13,8.17
5lli,666.4,2.8,114.1,5.12,267.7,7,7.11,0,27,5,4,33,0,0,1,0,0,0,58,5,1,3,6,2,4,0,1,3,4,2,0,0,5,4,0,2,2,4,1,2,1,0,1,13,4,15,10,8,11,26,1,11,4,13,15,2,6,9,8,9,4,14,18,15,7.05
2o4k,1060,5.8,182,7.76,462.8,13,9.22,1,38,6,7,53,0,0,0,0,0,0,80,4,0,4,18,0,2,1,5,1,4,0,1,1,3,3,0,1,6,0,0,0,3,3,0,48,1,4,7,13,2,12,2,3,2,6,6,2,3,13,1,5,1,8,4,4,10.46
4up5,257.7,0.6,30.9,1.01,98.2,1,4.79,0,8,2,1,8,0,0,1,0,0,0,14,1,0,0,6,2,2,1,1,1,1,1,2,1,0,0,7,0,2,0,0,0,3,1,1,4,3,3,1,2,2,7,2,13,1,1,6,7,2,5,5,3,4,7,5,6,2.6
4ej8,187.5,0.7,34.1,1.6,60.9,0,4.64,-1,9,1,2,6,0,0,0,0,0,0,10,1,0,0,8,0,1,3,2,0,0,1,0,1,2,2,0,0,1,0,1,1,0,0,1,6,1,4,7,15,2,10,2,5,2,6,6,0,4,13,0,5,1,8,4,4,5.39
